date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:52:25	35853/35853	---MCZ	200	added ('OK')	text/html	etag:W/%2261fd3eda-8c0d%22	https://adminlte.io/themes/AdminLTE/pages/mailbox/read-mail.html	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/pages/mailbox/read-mail.html	(from https://adminlte.io/themes/AdminLTE/pages/mailbox/mailbox.html)
01:52:25	1061/1061	---M--	200	added ('OK')	image/png	etag:%2261fd3ece-425%22	https://adminlte.io/themes/AdminLTE/dist/img/credit/visa.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/credit/visa.png	(from https://adminlte.io/themes/AdminLTE/pages/examples/invoice.html)
01:52:26	1589/1589	---M--	200	added ('OK')	image/png	etag:%2261fd3ecd-635%22	https://adminlte.io/themes/AdminLTE/dist/img/credit/mastercard.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/credit/mastercard.png	(from https://adminlte.io/themes/AdminLTE/pages/examples/invoice.html)
01:52:26	2163/2163	---M--	200	added ('OK')	image/png	etag:%2261fd3ecd-873%22	https://adminlte.io/themes/AdminLTE/dist/img/credit/american-express.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/credit/american-express.png	(from https://adminlte.io/themes/AdminLTE/pages/examples/invoice.html)
01:52:26	1219/1219	---M--	200	added ('OK')	image/png	etag:%2261fd3ece-4c3%22	https://adminlte.io/themes/AdminLTE/dist/img/credit/paypal2.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/credit/paypal2.png	(from https://adminlte.io/themes/AdminLTE/pages/examples/invoice.html)
01:52:27	5417/5417	---MCZ	200	added ('OK')	text/html	etag:W/%2261fd3ed8-1529%22	https://adminlte.io/themes/AdminLTE/pages/examples/invoice-print.html	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/pages/examples/invoice-print.html	(from https://adminlte.io/themes/AdminLTE/pages/examples/invoice.html)
01:52:28	1611/1611	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3eec-64b%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css	(from https://adminlte.io/themes/AdminLTE/pages/examples/login.html)
01:52:28	392079/392079	---M--	200	added ('OK')	image/jpeg	etag:%2261fd3ecf-5fb8f%22	https://adminlte.io/themes/AdminLTE/dist/img/photo3.jpg	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/photo3.jpg	(from https://adminlte.io/themes/AdminLTE/pages/examples/profile.html)
01:52:29	1863/1863	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3ef3-747%22	https://adminlte.io/themes/AdminLTE/plugins/pace/pace.min.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/pace/pace.min.css	(from https://adminlte.io/themes/AdminLTE/pages/examples/pace.html)
01:52:30	12507/12507	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fd3e60-30db%22	https://adminlte.io/themes/AdminLTE/bower_components/PACE/pace.min.js	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/bower_components/PACE/pace.min.js	(from https://adminlte.io/themes/AdminLTE/pages/examples/pace.html)
01:52:30	1179224/1179224	---M--	200	added ('OK')	image/jpeg	etag:%2261fd3ecf-11fe58%22	https://adminlte.io/themes/AdminLTE/dist/img/photo4.jpg	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/dist/img/photo4.jpg	(from https://adminlte.io/themes/AdminLTE/pages/examples/profile.html)
01:52:31	14176/14176	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3ee6-3760%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:32	15591/15591	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3eeb-3ce7%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:32	13773/13773	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3edf-35cd%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:33	21689/21689	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3ee4-54b9%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/line/_all.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/line/_all.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:34	1557/1557	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3eeb-615%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/polaris/polaris.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/polaris/polaris.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:34	1421/1421	---MCZ	200	added ('OK')	text/css	etag:W/%2261fd3ee3-58d%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/futurico/futurico.css	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/futurico/futurico.css	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/all.css)
01:52:35	1518/1518	---M--	200	added ('OK')	image/png	etag:%2261fd3ee0-5ee%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.css)
01:52:35	3217/3217	---M--	200	added ('OK')	image/png	etag:%2261fd3ee0-c91%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/blue.css)
01:52:35	2185/2185	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-889%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css)
01:52:36	4485/4485	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-1185%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/blue.css)
01:52:36	1130/1130	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-46a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:37	1410/1410	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-582%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/red@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:37	1143/1143	---M--	200	added ('OK')	image/png	etag:%2261fd3ee7-477%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:37	1408/1408	---M--	200	added ('OK')	image/png	etag:%2261fd3ee7-580%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/green@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:38	1132/1132	---M--	200	added ('OK')	image/png	etag:%2261fd3ee6-46c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:38	1410/1410	---M--	200	added ('OK')	image/png	etag:%2261fd3ee7-582%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/blue@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:39	1151/1151	---M--	200	added ('OK')	image/png	etag:%2261fd3ee6-47f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:39	1409/1409	---M--	200	added ('OK')	image/png	etag:%2261fd3ee6-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/aero@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:39	1142/1142	---M--	200	added ('OK')	image/png	etag:%2261fd3ee7-476%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:40	1407/1407	---M--	200	added ('OK')	image/png	etag:%2261fd3ee7-57f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/grey@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:40	1139/1139	---M--	200	added ('OK')	image/png	etag:%2261fd3ee8-473%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:40	1407/1407	---M--	200	added ('OK')	image/png	etag:%2261fd3ee8-57f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/orange@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:41	1135/1135	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-46f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:41	1406/1406	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-57e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/yellow@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:42	1150/1150	---M--	200	added ('OK')	image/png	etag:%2261fd3ee8-47e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:42	1409/1409	---M--	200	added ('OK')	image/png	etag:%2261fd3ee8-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/pink@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:42	1132/1132	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-46c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:43	1409/1409	---M--	200	added ('OK')	image/png	etag:%2261fd3ee9-581%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/purple@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/minimal/_all.css)
01:52:43	2175/2175	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-87f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/square.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/square.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:43	4478/4478	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-117e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/square@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/square@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:44	2190/2190	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-88e%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/red.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:44	4490/4490	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-118a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/red@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/red@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:45	2193/2193	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-891%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/green.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/green.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:45	4498/4498	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-1192%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/green@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/green@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:45	2167/2167	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-877%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:46	4455/4455	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-1167%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/aero@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:46	2186/2186	---M--	200	added ('OK')	image/png	etag:%2261fd3eec-88a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:46	4483/4483	---M--	200	added ('OK')	image/png	etag:%2261fd3eed-1183%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/grey@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:47	2181/2181	---M--	200	added ('OK')	image/png	etag:%2261fd3eed-885%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:47	4474/4474	---M--	200	added ('OK')	image/png	etag:%2261fd3eed-117a%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/orange@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:48	2131/2131	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-853%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:48	4385/4385	---M--	200	added ('OK')	image/png	etag:%2261fd3eef-1121%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/yellow@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:48	2189/2189	---M--	200	added ('OK')	image/png	etag:%2261fd3eee-88d%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:49	4479/4479	---M--	200	added ('OK')	image/png	etag:%2261fd3eee-117f%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/pink@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:49	2188/2188	---M--	200	added ('OK')	image/png	etag:%2261fd3eee-88c%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:49	4501/4501	---M--	200	added ('OK')	image/png	etag:%2261fd3eee-1195%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/square/purple@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/square/_all.css)
01:52:50	1515/1515	---M--	200	added ('OK')	image/png	etag:%2261fd3ee0-5eb%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
01:52:50	3217/3217	---M--	200	added ('OK')	image/png	etag:%2261fd3ee1-c91%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat@2x.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/flat@2x.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
01:52:51	1516/1516	---M--	200	added ('OK')	image/png	etag:%2261fd3ee2-5ec%22	https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red.png	C:/My%20Web%20Sites/adminlte2/adminlte.io/themes/AdminLTE/plugins/iCheck/flat/red.png	(from https://adminlte.io/themes/AdminLTE/plugins/iCheck/flat/_all.css)
